src,dst,resource,value,weight
NOR,CHN,Metals and minerals,374118.6645095,374222.82810784
NOR,COL,Agricultural products,2263.2557194,380.5606875
NOR,COL,Fertilizers,14956.1108413,52769.64838851
NOR,COL,Forestry products,209.594956,198.181
NOR,COL,Fossil fuels,0.145,0.005
NOR,COL,Metals and minerals,1302.844849,1316.846452
NOR,COG,Agricultural products,29045.727,7584.11
NOR,COG,Forestry products,0.415,0.025
NOR,COG,Fossil fuels,224.997,117.869
NOR,COG,Metals and minerals,112.434,1.094
NOR,COD,Agricultural products,8897.492,2439
NOR,COK,Metals and minerals,144.258,103.835
NOR,CRI,Agricultural products,383.279018,53.5773573
NOR,HRV,Agricultural products,5807.53680696,436.40217
NOR,HRV,Forestry products,17.9,6.776
NOR,HRV,Fossil fuels,7.173,0.745
NOR,HRV,Metals and minerals,808.013254,286.35872313
NOR,CYP,Agricultural products,3591.6543793,625.83737216
NOR,CYP,Forestry products,12.464,2.642
NOR,CYP,Fossil fuels,3555.69647,18553.6986
NOR,CYP,Metals and minerals,17.793,24.231
NOR,CZE,Agricultural products,80804.59295125,14227.25521753
NOR,CZE,Fertilizers,53.454,192
NOR,CZE,Forestry products,672.8819231,687.73797511
NOR,CZE,Fossil fuels,139.393,5.033
NOR,CZE,Metals and minerals,68325.79826265,75185.88783328
NOR,BEN,Agricultural products,12463.312,11719.918
NOR,BEN,Fertilizers,NA,NA
NOR,BEN,Fossil fuels,7538.494,14002.591
NOR,DNK,Agricultural products,948025.03831554,469491.26810604
NOR,DNK,Fertilizers,543.38533048,2660.20640945
NOR,DNK,Forestry products,42125.99217305,172865.00760102
NOR,DNK,Fossil fuels,1137509.02871641,3391500.81899506
NOR,DNK,Metals and minerals,325504.40077926,4603846.43410954
NOR,DNK,Pearls and gemstones,5.532,0.106
NOR,DOM,Agricultural products,67275.992800000007,14780.27247
NOR,DOM,Fossil fuels,10113.51,58348.294
NOR,DOM,Metals and minerals,24.073,18.026
NOR,ECU,Agricultural products,749.189,327.16
NOR,ECU,Fertilizers,2587.962,4888.2
NOR,ECU,Fossil fuels,NA,NA
NOR,ECU,Metals and minerals,12.046,0.844
NOR,SLV,Agricultural products,47.8581889,3.09301539
NOR,SLV,Metals and minerals,3.376,0.012
NOR,GNQ,Agricultural products,660.328,186.233
NOR,GNQ,Fossil fuels,201.932,63.72
NOR,ETH,Agricultural products,184.2996928,38.45093555
NOR,ETH,Fertilizers,606.225,1140.092
NOR,ETH,Metals and minerals,168.493,252
NOR,ERI,Agricultural products,0.227,0.1
NOR,EST,Agricultural products,35473.94081658,7580.49582782
NOR,EST,Fertilizers,510.83951769,1688.87847393
NOR,EST,Forestry products,2916.97023987,3608.04490008
NOR,EST,Fossil fuels,37.5479155,7.36521243
NOR,EST,Metals and minerals,20121.70359897,615339.15903944
NOR,FRO,Agricultural products,4510.136,1597.738
NOR,FRO,Forestry products,86.038,42.084
NOR,FRO,Fossil fuels,8739.227,32061.084
NOR,FRO,Metals and minerals,1817.992,175406.354
NOR,FIN,Agricultural products,226844.27640435,84584.2680322101
NOR,FIN,Fertilizers,1322.34852854,6154.0349188
NOR,FIN,Forestry products,6719.88821618,16948.49293145
NOR,FIN,Fossil fuels,325484.21761169,913317.65152451
NOR,FIN,Metals and minerals,222418.71599403,548079.66122901
NOR,FRA,Agricultural products,909203.657491,135802.20908725
NOR,FRA,Fertilizers,3206.801,15286.07
NOR,FRA,Forestry products,8053.23899123,12974.3014582
NOR,FRA,Fossil fuels,4596885.41174457,18051222.9992197
NOR,FRA,Metals and minerals,366834.44907319,1317166.55566459
NOR,GAB,Agricultural products,2825.321,1275.555
NOR,GAB,Fossil fuels,11.909,3.796
NOR,GEO,Agricultural products,10975.5725182,3957.52966518
NOR,GEO,Fertilizers,11.8,2
NOR,GEO,Forestry products,30.219,4
NOR,GMB,Agricultural products,0.157,0.29
NOR,GMB,Forestry products,5.158,32.15
NOR,PSE,Agricultural products,129.581,104.939
NOR,DEU,Agricultural products,523331.22268355,105269.69638897
NOR,DEU,Fertilizers,1186.864501,4650.0307576
NOR,DEU,Forestry products,181162.28192246,948519.93530214
NOR,DEU,Fossil fuels,9752630.291249,41716667.4672693
NOR,DEU,Metals and minerals,1261217.17682583,5608871.57452913
NOR,DEU,Pearls and gemstones,137.007,0.004
NOR,GHA,Agricultural products,10543.19077673,9394.42550025
NOR,GHA,Fertilizers,253.491,808.524
NOR,GHA,Forestry products,2.843,2.625
NOR,GHA,Fossil fuels,4.12996972,0.76714339
NOR,GHA,Metals and minerals,127.86495572,152.95958729
NOR,GIB,Agricultural products,0.792,0.003
NOR,GIB,Fossil fuels,18169.386,64982.971
NOR,GIB,Metals and minerals,0.242,0.007
NOR,GRC,Agricultural products,44665.3386206,23095.83529253
NOR,GRC,Fertilizers,14376.83686397,44490.14973508
NOR,GRC,Forestry products,17.87677325,26.43
NOR,GRC,Fossil fuels,18567.11331,95082.7425
NOR,GRC,Metals and minerals,233.741,409.117
NOR,GRL,Agricultural products,279.441,17.31
NOR,GRL,Fossil fuels,3729.944,8389.231
NOR,GRL,Metals and minerals,2.536,0.098
NOR,GRD,Agricultural products,246.031,39.446
NOR,GUM,Agricultural products,248.01,36.429
NOR,GTM,Agricultural products,1295.34054,153.417141
NOR,GTM,Fertilizers,11858.35702637,40479.49667126
NOR,GTM,Metals and minerals,10.92,24.4
NOR,GUY,Agricultural products,3.414,0.067
NOR,HTI,Agricultural products,1289.612,325
NOR,HND,Agricultural products,34.535,20.634
NOR,HND,Fertilizers,566.391,962.112
NOR,HKG,Agricultural products,120468.98020121,15823.82175452
NOR,HKG,Fertilizers,0.81,0.1
NOR,HKG,Forestry products,1.311,1.47
NOR,HKG,Fossil fuels,80.5010312,23.4822128
NOR,HKG,Metals and minerals,13090.758936,6363.9879851
NOR,HKG,Pearls and gemstones,NA,NA
NOR,HUN,Agricultural products,778.0442609,102.66752239
NOR,HUN,Fertilizers,321.627,2e3
NOR,HUN,Forestry products,172.496,444.519
NOR,HUN,Fossil fuels,9.75616446,30.7603437
NOR,HUN,Metals and minerals,8037.3217181,3718.8181479
NOR,ISL,Agricultural products,22865.9210487,34640.22543473
NOR,ISL,Fertilizers,2818.4192841,5144.92823651
NOR,ISL,Forestry products,1712.40161904,9235.01761805
NOR,ISL,Fossil fuels,198723.1270546,475920.9504664
NOR,ISL,Metals and minerals,22986.26084757,495814.5067365
NOR,IDN,Agricultural products,32374.221127,6820.6584728
NOR,IDN,Fertilizers,45342.616,101199.488
NOR,IDN,Forestry products,3168.931425,15558.70379
NOR,IDN,Fossil fuels,139732.988,339387.304
NOR,IDN,Metals and minerals,1073.8247584,805.791649
NOR,IRN,Agricultural products,8409.476,996.154
NOR,IRN,Forestry products,34.617,7.16
NOR,IRN,Metals and minerals,NA,NA
NOR,IRL,Agricultural products,7101.02120027,6555.14166943
NOR,IRL,Fertilizers,14855.39,57308.095
NOR,IRL,Forestry products,423.971588,676.314455
NOR,IRL,Fossil fuels,982230.491,2802200.931
NOR,IRL,Metals and minerals,19301.94597119,4962.21449979
NOR,ISR,Agricultural products,144149.36874975,19852.63920882
NOR,ISR,Fertilizers,78.2545,10.04
NOR,ISR,Forestry products,316.495064,550.597592
NOR,ISR,Fossil fuels,17,12.119
NOR,ISR,Metals and minerals,1161.77856751,367.18578754
NOR,ISR,Pearls and gemstones,0.177,0.001
NOR,ITA,Agricultural products,393011.33970137,60126.18195806
NOR,ITA,Fertilizers,8427.03394,22544.10437
NOR,ITA,Forestry products,2153.92379663,3611.38087265
NOR,ITA,Fossil fuels,509276.932064,1807171.65730077
NOR,ITA,Metals and minerals,118963.27951948,162198.23658829
NOR,CIV,Agricultural products,1276.841,483.709
NOR,CIV,Metals and minerals,11.13,3.184
NOR,JAM,Agricultural products,17561.354813,4125.817437
NOR,JPN,Agricultural products,674237.40757538,148914.99057037
NOR,JPN,Fertilizers,3514.277,5861.52
NOR,JPN,Forestry products,19364.731745,13858.6569
NOR,JPN,Fossil fuels,177152.9068744,465071.5367548
NOR,JPN,Metals and minerals,119494.53225544,20951.42677545
NOR,KAZ,Agricultural products,28414.25749109,10472.02793183
NOR,KAZ,Fertilizers,407.761,921.6
NOR,KAZ,Forestry products,38.025,17.066
NOR,KAZ,Fossil fuels,2.234,0.072
NOR,KAZ,Metals and minerals,263.4674159,18.57596222
NOR,JOR,Agricultural products,7840.5399386,2443.3882749
NOR,JOR,Fertilizers,15.93,24.36
NOR,JOR,Forestry products,112.4513447,199.831762
NOR,JOR,Fossil fuels,14883.717,39920.16
NOR,JOR,Metals and minerals,393.989,1318.4
NOR,KEN,Agricultural products,1454.375,140.988
NOR,KEN,Fossil fuels,1.745,0.086
NOR,PRK,Agricultural products,30.536,0.035
NOR,KOR,Agricultural products,270000.01312889,60139.58666168
NOR,KOR,Fertilizers,3443.336,6688.852
NOR,KOR,Forestry products,6674.066132,24486.53414
NOR,KOR,Fossil fuels,51075.27901031,147177.83251611
NOR,KOR,Metals and minerals,62594.87730336,14784.73034167
NOR,KWT,Agricultural products,12867.00647414,1666.80601089
NOR,KWT,Fertilizers,48.483,116.4
NOR,KWT,Forestry products,89.7438376,100.900538
NOR,KWT,Fossil fuels,12390.525,63774.486
NOR,KWT,Metals and minerals,617.57497908,6225.19775381
NOR,KGZ,Agricultural products,1790.4415214,783.03083779
NOR,KGZ,Fertilizers,1.668,2.4
NOR,LBN,Agricultural products,8611.96476202,809.78574317
NOR,LBN,Fertilizers,1518.369,2665
NOR,LBN,Forestry products,15.263092200000001,13.7627832
NOR,LBN,Fossil fuels,2910.338,11023.726
NOR,LBN,Metals and minerals,503.799,312.18
NOR,LVA,Agricultural products,47096.52520836,13794.50036187
NOR,LVA,Forestry products,2521.18547987,29219.81489301
NOR,LVA,Fossil fuels,16.8792017,8.78329572
NOR,LVA,Metals and minerals,7839.13971487,530147.571882
NOR,LBR,Agricultural products,167.291,95.811
NOR,LBR,Metals and minerals,0.723,0.5
NOR,LBY,Agricultural products,3.293,0.28
NOR,LTU,Agricultural products,107385.81993267,43202.44515751
NOR,LTU,Fertilizers,1529.029,5469
NOR,LTU,Forestry products,859.30010758,1100.76115995
NOR,LTU,Fossil fuels,223477.33570989,945728.06857904
NOR,LTU,Metals and minerals,4820.84958667,127508.03688573
NOR,LUX,Agricultural products,6532.59957404,555.44823014
NOR,LUX,Forestry products,332.693,1394.53
NOR,LUX,Metals and minerals,14984.6123,8406.90426
NOR,MAC,Agricultural products,8128.684,1268.266
NOR,MDG,Agricultural products,39.096,2.376
NOR,MDG,Metals and minerals,14.329,4.297
NOR,MYS,Agricultural products,37656.46810078,6099.11411935
NOR,MYS,Fertilizers,5419.146,13970.85
NOR,MYS,Forestry products,139.8985779,590.426
NOR,MYS,Fossil fuels,42509.1475,104758.051
NOR,MYS,Metals and minerals,3369.99221338,2164.60416804
NOR,MDV,Agricultural products,18.49703257,1.6316041
NOR,MDV,Forestry products,145.652,68.062
NOR,MLT,Agricultural products,84.49681761,14.25601863
NOR,MLT,Forestry products,0.033,0.017
NOR,MLT,Fossil fuels,45.3877918,269.748433
NOR,MLT,Metals and minerals,23.78229574,67.7196737
NOR,MUS,Agricultural products,820.2358355,80.96055964
NOR,MUS,Metals and minerals,1.699,0.339
NOR,MEX,Agricultural products,9539.0159298,2524.30873279
NOR,MEX,Fertilizers,61643.514,216777.23
NOR,MEX,Forestry products,2463.89099,2174.90092
NOR,MEX,Fossil fuels,6.97028218,9.06326395
NOR,MEX,Metals and minerals,20469.58939069,63969.94990203
NOR,MNG,Agricultural products,6.795,0.493
NOR,MNG,Metals and minerals,16.797,0.709
NOR,MDA,Agricultural products,3580.89824489,1668.6971621
NOR,MDA,Fertilizers,75.613,148.3
NOR,MDA,Metals and minerals,0.047,0.001
NOR,MNE,Agricultural products,260.67,16.815
NOR,MNE,Fertilizers,4.784,9.64
NOR,MNE,Fossil fuels,0.549,0.162
NOR,MNE,Metals and minerals,278.386,72.58
NOR,MAR,Agricultural products,11199.44038675,4724.2769132
NOR,MAR,Fertilizers,3064.384,7392.94
NOR,MAR,Forestry products,853.611922,2365.99592
NOR,MAR,Fossil fuels,7704.29544,19838.2694
NOR,MAR,Metals and minerals,6179.23468539,20657.615
NOR,MOZ,Agricultural products,0.835,0.1
NOR,MOZ,Metals and minerals,NA,NA
NOR,OMN,Agricultural products,1371.05643806,153.0258517
NOR,OMN,Forestry products,875.469936,878.067301
NOR,OMN,Metals and minerals,27.229,0.485
NOR,NAM,Agricultural products,164.35993238,39.78577756
NOR,NAM,Forestry products,14.12,3.97
NOR,NAM,Fossil fuels,0.201,0.017
NOR,NPL,Agricultural products,94.177,4.527
NOR,NLD,Agricultural products,354945.88888986,101809.82683916
NOR,NLD,Fertilizers,7688.74818,28143.4199939
NOR,NLD,Forestry products,29073.94363729,120279.65599699
NOR,NLD,Fossil fuels,5192941.67535444,16308458.1042625
NOR,NLD,Metals and minerals,1203793.74396918,5802916.58882153
NOR,NLD,Pearls and gemstones,1.794,0.002
NOR,CUW,Agricultural products,353.476,109.992
NOR,NCL,Agricultural products,0.358,0.003
NOR,NZL,Agricultural products,1861.80384508,130.41974118
NOR,NZL,Fertilizers,6760.282432,13261.3983031
NOR,NZL,Forestry products,40.623,8.392
NOR,NZL,Fossil fuels,6.04222773,0.3425782
NOR,NZL,Metals and minerals,229.13198528,88.40802974
NOR,NER,Agricultural products,6.409,2.732
NOR,NER,Fossil fuels,54.784,32.104
NOR,NGA,Agricultural products,47783.6355596,24638.29569153
NOR,NGA,Fertilizers,NA,NA
NOR,NGA,Forestry products,39.563,33.578
NOR,NGA,Fossil fuels,181927.985,283882.516
NOR,NGA,Metals and minerals,867.21522858,1317.81185661
NOR,UMI,Metals and minerals,7.835,0.326
NOR,PAK,Agricultural products,350.841,2757.605
NOR,PAK,Metals and minerals,3386.055529,11015.217742
NOR,PAN,Agricultural products,2323.902,586.51
NOR,PAN,Forestry products,23.605,3.98
NOR,PAN,Fossil fuels,13.099,3.846
NOR,PAN,Metals and minerals,6.224,0.168
NOR,PRY,Fertilizers,67.53529476,11.038098250000001
NOR,PER,Agricultural products,14.55661495,0.9718968
NOR,PER,Fertilizers,5635.7285694,15846.09
NOR,PER,Fossil fuels,1.249,0.024
NOR,PER,Metals and minerals,411.046,538.999
NOR,PHL,Agricultural products,18351.57158228,6764.59624152
NOR,PHL,Fertilizers,5539.354,12065.65
NOR,PHL,Forestry products,0.328,0.026
NOR,PHL,Fossil fuels,11.244,1.085
NOR,PHL,Metals and minerals,19.415,0.264
NOR,POL,Agricultural products,1064429.94167571,191808.10676259
NOR,POL,Fertilizers,16917.5737515,55085.62872945
NOR,POL,Forestry products,2893.03424979,16493.32790635
NOR,POL,Fossil fuels,38675.33203351,155880.78946437
NOR,POL,Metals and minerals,466043.35709992,1599692.71753751
NOR,PRT,Agricultural products,387815.49639307,61680.32281854
NOR,PRT,Fertilizers,1617.783,5500
NOR,PRT,Forestry products,141.80837577,56.7844267
NOR,PRT,Fossil fuels,84034.64805792,236269.0956
NOR,PRT,Metals and minerals,77900.19373631,118788.89666752
NOR,QAT,Agricultural products,6826.0754583,754.2795027
NOR,QAT,Fertilizers,88.929,144
NOR,QAT,Forestry products,19.058,25.879
NOR,QAT,Fossil fuels,36.132559,10.1474592
NOR,QAT,Metals and minerals,327.122615,73.0578228
NOR,ROU,Agricultural products,20892.0251235,7391.0410116
NOR,ROU,Fertilizers,35.63,142.6
NOR,ROU,Forestry products,28.43004776,340.89516166
NOR,ROU,Fossil fuels,1176.317359,2817.34860544
NOR,ROU,Metals and minerals,578.11640443,289.31635762
NOR,RUS,Agricultural products,8598.63142034,7617.24949593
NOR,RUS,Fertilizers,1478.339,4009.075
NOR,RUS,Forestry products,291.47609221,258.0760728
NOR,RUS,Fossil fuels,437.3105294,71.28766879
NOR,RUS,Metals and minerals,50736.78984887,732826.36861533
NOR,RWA,Agricultural products,56.88,12.591
NOR,RWA,Fertilizers,4423.012,3372.942
NOR,SMR,Agricultural products,3638.589,540.714
NOR,SAU,Agricultural products,23645.85151,3124.85754
NOR,SAU,Fertilizers,828.268,1680
NOR,SAU,Forestry products,829.681055,1318.160995
NOR,SAU,Fossil fuels,166.066,214.248
NOR,SAU,Metals and minerals,15424.8689339,18768.47582865
NOR,SEN,Agricultural products,83.968,51.541
NOR,SEN,Fertilizers,172.664,552
NOR,SEN,Forestry products,0.184,0.215
NOR,SEN,Fossil fuels,1.18517892,0.55725926
NOR,SRB,Agricultural products,10211.16973722,1925.38327338
NOR,SRB,Fertilizers,80.265,217.2
NOR,SRB,Forestry products,1908.887038,4532.106128
NOR,SRB,Fossil fuels,552.76,1141.888
NOR,SRB,Metals and minerals,781.464,874.173
NOR,SYC,Agricultural products,130.472,6.538
NOR,SLE,Agricultural products,4.775,1.202
NOR,SLE,Forestry products,0.119,0.105
NOR,IND,Agricultural products,3616.88628504,538.26614001
NOR,IND,Fertilizers,11335.84999,23395.690173
NOR,IND,Forestry products,8611.27829915,19863.96791907
NOR,IND,Fossil fuels,36282.5390919,112369.5610329
NOR,IND,Metals and minerals,130842.9086589,613817.2305776
NOR,SGP,Agricultural products,105019.05382091,13369.90679595
NOR,SGP,Forestry products,133.9019721,94.4526334
NOR,SGP,Fossil fuels,281487.29,645287.763
NOR,SGP,Metals and minerals,8486.76190679,1999.92885204
NOR,SVK,Agricultural products,5913.1907,637.35393643
NOR,SVK,Forestry products,31.35380167,66.3432483
NOR,SVK,Metals and minerals,17084.74972249,11630.51096053
NOR,VNM,Agricultural products,220214.621,40629.682
NOR,VNM,Fertilizers,9.387,4.42
NOR,VNM,Forestry products,3924.66,23086.079
NOR,VNM,Fossil fuels,4.172,1
NOR,VNM,Metals and minerals,5176.236,16557.431
NOR,SVN,Agricultural products,518.583,54.894
NOR,SVN,Fertilizers,24.507,1.72
NOR,SVN,Forestry products,30.99,13.93
NOR,SVN,Fossil fuels,32.039,1.329
NOR,SVN,Metals and minerals,78.695,75.279
NOR,ZAF,Agricultural products,32917.5364852,5125.70132717
NOR,ZAF,Fertilizers,15.93,53.62
NOR,ZAF,Forestry products,51.934,102.68
NOR,ZAF,Fossil fuels,98902.49744712,269886.2267977
NOR,ZAF,Metals and minerals,3529.02551285,2499.13645922
NOR,ZWE,Agricultural products,171.4567573,11.20735428
NOR,ZWE,Forestry products,6.572,1.166
NOR,ESP,Agricultural products,258626.89225051,43458.65787049
NOR,ESP,Fertilizers,45329.3448,184413.0464
NOR,ESP,Forestry products,3352.46280696,3463.43153425
NOR,ESP,Fossil fuels,878948.6078068,3313270.0535783
NOR,ESP,Metals and minerals,380281.77429795,317932.51443828
NOR,ESP,Pearls and gemstones,0.112,0.034
NOR,SUR,Agricultural products,28.497,20.495
NOR,SWE,Agricultural products,2269840.96762409,588463.54816609
NOR,SWE,Fertilizers,7448.44244354,71316.1228392
NOR,SWE,Forestry products,297083.21040562,3702219.78061252
NOR,SWE,Fossil fuels,1810855.65302085,5301539.62967689
NOR,SWE,Metals and minerals,791508.62184182,1604293.12807831
NOR,SWE,Pearls and gemstones,6.3705,0.318
NOR,CHE,Agricultural products,32419.302544270002,3076.33771546
NOR,CHE,Fertilizers,514.644,1201.326
NOR,CHE,Forestry products,1547.1167245,2196.77540949
NOR,CHE,Fossil fuels,38650.7545,112018.8184
NOR,CHE,Metals and minerals,192138.11955219,175798.75658522
NOR,CHE,Pearls and gemstones,NA,NA
NOR,SYR,Metals and minerals,231.606,730
NOR,THA,Agricultural products,136734.8979592,28160.92213388
NOR,THA,Fertilizers,100623.724,238909.487
NOR,THA,Forestry products,12851.2672199,10559.7891466
NOR,THA,Fossil fuels,4.76211703,3.30259139
NOR,THA,Metals and minerals,7773.18810574,6345.35011832
NOR,THA,Pearls and gemstones,NA,NA
NOR,TGO,Agricultural products,142.6028204,183.66949531
NOR,TGO,Fossil fuels,75553.5798,166586.683
NOR,TGO,Metals and minerals,41.586,23.4
NOR,TTO,Agricultural products,726.261,169.142
NOR,TTO,Fossil fuels,0.718,0.012
NOR,TTO,Metals and minerals,47.024,80.044
NOR,ARE,Agricultural products,62441.61232502,11607.64160005
NOR,ARE,Fertilizers,182.814,439.488
NOR,ARE,Forestry products,579.498658,566.5947712
NOR,ARE,Fossil fuels,134.181282,34.0509798
NOR,ARE,Metals and minerals,15315.51297677,516487.8006957
NOR,TUN,Agricultural products,2390.5390967,1613.95283406
NOR,TUN,Fertilizers,26.301,72
NOR,TUN,Forestry products,805.87,2665.657
NOR,TUN,Fossil fuels,0.668,0.015
NOR,TUN,Metals and minerals,389.965,460.672
NOR,TUR,Agricultural products,91708.93415339,51070.38462306
NOR,TUR,Fertilizers,32482.6147928,142763.6876273
NOR,TUR,Forestry products,2262.8488832,5784.27546717
NOR,TUR,Fossil fuels,219334.3831884,746744.16435167
NOR,TUR,Metals and minerals,63909.24602841,54200.08117612
NOR,TKM,Agricultural products,171.566,38.881
NOR,UGA,Agricultural products,12.405,1.042
NOR,UGA,Fertilizers,768.175,2688.518
NOR,UKR,Agricultural products,109202.831,53907.041
NOR,UKR,Metals and minerals,5206.304,5135.653
NOR,MKD,Agricultural products,1513.7565939,421.300913
NOR,MKD,Fertilizers,229.645,417.8
NOR,MKD,Forestry products,147.905,55.036
NOR,MKD,Metals and minerals,3396.913,4.649
NOR,EGY,Agricultural products,32878.7248876,23060.25105356
NOR,EGY,Fertilizers,5938.419,14863.225
NOR,EGY,Forestry products,1488.2301573,3070.3579068
NOR,EGY,Fossil fuels,45271.714,120452.881
NOR,EGY,Metals and minerals,37677.5478102,418306.64541617
NOR,GBR,Agricultural products,384883.94226873,106294.81396309
NOR,GBR,Fertilizers,64016.6715896,259207.9948292
NOR,GBR,Forestry products,22715.67392177,48136.92378188
NOR,GBR,Fossil fuels,15208163.5573569,54342624.297246
NOR,GBR,Metals and minerals,610046.66095122,4581826.82465063
NOR,GBR,Pearls and gemstones,12.433,0.005
NOR,TZA,Agricultural products,25.424,6.502
NOR,TZA,Fertilizers,2171.98,6523.98
NOR,TZA,Forestry products,0.474,0.67
NOR,TZA,Fossil fuels,973.815,2669.197
NOR,TZA,Metals and minerals,62.832,1.786
NOR,USA,Agricultural products,657401.09675468,101456.93180875
NOR,USA,Fertilizers,86594.960192,379154.836964
NOR,USA,Forestry products,2728.0240261,3398.3736755
